# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	685255	685473	+	EPJJIE_001502	-	-	-	-	-	-
contig_1	cds	685540	685956	+	EPJJIE_001503	269.0	1.6e-92	1.0	0.902	0.978	UniRef:UniRef50_Q8A7R2
contig_1	cds	685985	686869	+	EPJJIE_001504	531.0	1.2e-191	0.891	0.907	1.0	UniRef:UniRef50_B0MUS0
contig_1	cds	686860	687006	+	EPJJIE_001505	-	-	-	-	-	-
contig_1	cds	686958	687338	+	EPJJIE_001506	-	-	-	-	-	-
contig_1	cds	687304	687768	+	EPJJIE_001507	-	-	-	-	-	-
contig_1	cds	687804	688232	+	EPJJIE_001508	221.0	1.5e-73	0.951	0.823	0.830	UniRef:UniRef50_F8X1S9
contig_1	cds	688631	689185	+	EPJJIE_001509	-	-	-	-	-	-
contig_1	cds	689244	690266	+	EPJJIE_001510	-	-	-	-	-	-
contig_1	cds	690679	691197	+	EPJJIE_001511	349.0	5.6e-123	1.0	0.873	0.965	UniRef:UniRef50_A0A6F9ZI78
contig_1	ncRNA	691200	691279	-	EPJJIE_001512	89.5	7.2e-16	-	-	-	RFAM:RF04181
contig_1	cds	691278	692174	-	EPJJIE_001513	-	-	-	-	-	-
contig_1	cds	692117	692599	-	EPJJIE_001514	-	-	-	-	-	-
contig_1	cds	692592	693377	-	EPJJIE_001515	-	-	-	-	-	-
contig_1	cds	693406	693657	-	EPJJIE_001516	-	-	-	-	-	-
contig_1	cds	693669	693932	-	EPJJIE_001517	-	-	-	-	-	-
contig_1	cds	694074	694247	-	EPJJIE_001518	-	-	-	-	-	-
contig_1	cds	694306	694683	-	EPJJIE_001519	-	-	-	-	-	-
contig_1	cds	695430	696065	+	EPJJIE_001520	-	-	-	-	-	-
contig_1	cds	696454	696684	+	EPJJIE_001521	-	-	-	-	-	-
contig_1	cds	696632	696862	+	EPJJIE_001522	-	-	-	-	-	-
contig_1	cds	696893	697033	+	EPJJIE_001523	-	-	-	-	-	-
contig_1	cds	697002	697220	+	EPJJIE_001524	-	-	-	-	-	-
contig_1	cds	697798	698022	+	EPJJIE_001525	-	-	-	-	-	-
contig_1	cds	698087	698485	+	EPJJIE_001526	-	-	-	-	-	-
contig_1	cds	698505	698963	+	EPJJIE_001527	-	-	-	-	-	-
contig_1	cds	698963	699124	+	EPJJIE_001528	-	-	-	-	-	-
contig_1	cds	699076	699564	+	EPJJIE_001529	-	-	-	-	-	-
contig_1	cds	699565	700035	-	EPJJIE_001530	189.0	4.5e-60	0.981	0.823	0.621	UniRef:UniRef50_Z4WSB1
contig_1	cds	700008	700385	-	EPJJIE_001531	-	-	-	-	-	-
contig_1	cds	700573	700824	+	EPJJIE_001532	-	-	-	-	-	-
contig_1	cds	701040	702017	-	EPJJIE_001533	-	-	-	-	-	-
contig_1	cds	702026	702358	-	EPJJIE_001534	-	-	-	-	-	-
contig_1	cds	702334	702756	-	EPJJIE_001535	-	-	-	-	-	-
contig_1	cds	702845	703327	-	EPJJIE_001536	133.0	1.1e-38	0.812	0.878	0.523	UniRef:UniRef50_I9S2D2
contig_1	cds	703873	704325	+	EPJJIE_001537	-	-	-	-	-	-
contig_1	cds	704372	704503	+	EPJJIE_001538	-	-	-	-	-	-
contig_1	cds	704612	704878	+	EPJJIE_001539	-	-	-	-	-	-
contig_1	cds	704901	705038	+	EPJJIE_001540	-	-	-	-	-	-
contig_1	cds	705041	705184	+	EPJJIE_001541	-	-	-	-	-	-
contig_1	cds	705363	705500	+	EPJJIE_001542	-	-	-	-	-	-
contig_1	cds	705522	705668	+	EPJJIE_001543	-	-	-	-	-	-
contig_1	cds	705938	706357	-	EPJJIE_001544	-	-	-	-	-	-
contig_1	cds	706667	706996	+	EPJJIE_001545	130.0	1.7e-38	0.927	0.842	0.673	UniRef:UniRef50_W2CJ91
contig_1	cds	707068	707472	+	EPJJIE_001546	-	-	-	-	-	-
contig_1	cds	707703	708251	+	EPJJIE_001547	-	-	-	-	-	-
contig_1	cds	708316	708522	+	EPJJIE_001548	-	-	-	-	-	-
contig_1	cds	708571	708933	+	EPJJIE_001549	112.0	2.8e-31	0.842	0.815	0.515	UniRef:UniRef50_A0A1H2ZTX6
contig_1	cds	708977	709354	+	EPJJIE_001550	-	-	-	-	-	-
contig_1	cds	709411	710178	+	EPJJIE_001551	-	-	-	-	-	-
contig_1	cds	710560	710862	+	EPJJIE_001552	-	-	-	-	-	-
contig_1	cds	710877	711380	+	EPJJIE_001553	-	-	-	-	-	-
contig_1	cds	711450	712082	+	EPJJIE_001554	190.0	4.0e-59	0.948	0.884	0.508	UniRef:UniRef50_A0A1I4EU65
contig_1	cds	712169	712372	+	EPJJIE_001555	-	-	-	-	-	-
contig_1	cds	712390	712653	+	EPJJIE_001556	-	-	-	-	-	-
contig_1	cds	712728	713087	+	EPJJIE_001557	-	-	-	-	-	-
contig_1	cds	713185	713562	+	EPJJIE_001558	-	-	-	-	-	-
contig_1	cds	713559	713732	+	EPJJIE_001559	-	-	-	-	-	-
contig_1	cds	713737	714033	+	EPJJIE_001560	103.0	1.4e-28	0.929	0.901	0.593	UniRef:UniRef50_U6R9V7
contig_1	cds	714168	714563	+	EPJJIE_001561	-	-	-	-	-	-
contig_1	cds	714532	715215	+	EPJJIE_001562	-	-	-	-	-	-
contig_1	cds	715359	715520	+	EPJJIE_001563	-	-	-	-	-	-
contig_1	cds	715493	716035	+	EPJJIE_001564	192.0	1.0e-60	0.944	0.810	0.565	UniRef:UniRef50_C2ME41
contig_1	cds	715870	716223	-	EPJJIE_001565	-	-	-	-	-	-
contig_1	cds	716297	716878	+	EPJJIE_001566	218.0	2.1e-70	1.010	0.899	0.559	UniRef:UniRef50_U6RBE7
contig_1	cds	716898	717368	+	EPJJIE_001567	189.0	1.3e-60	0.910	0.845	0.634	UniRef:UniRef50_A0A0F5IPI6
contig_1	cds	717362	717682	+	EPJJIE_001568	195.0	1.4e-64	0.991	0.946	0.895	UniRef:UniRef50_I9SE23
contig_1	cds	717669	717896	+	EPJJIE_001569	-	-	-	-	-	-
contig_1	cds	717883	718320	-	EPJJIE_001570	296.0	6.9e-103	0.986	0.812	0.993	UniRef:UniRef50_G5SSI5
contig_1	cds	718379	718600	-	EPJJIE_001571	116.0	2.9e-34	0.932	0.810	0.735	UniRef:UniRef50_Q64WN2
contig_1	cds	718624	718806	-	EPJJIE_001572	-	-	-	-	-	-
contig_1	cds	718917	719132	-	EPJJIE_001573	-	-	-	-	-	-
contig_1	cds	719116	719424	-	EPJJIE_001574	-	-	-	-	-	-
contig_1	cds	719385	719804	-	EPJJIE_001575	-	-	-	-	-	-
contig_1	cds	720060	720347	-	EPJJIE_001576	-	-	-	-	-	-
contig_1	cds	720677	720922	-	EPJJIE_001577	-	-	-	-	-	-
contig_1	cds	721010	721261	-	EPJJIE_001578	-	-	-	-	-	-
contig_1	cds	721243	721560	-	EPJJIE_001579	-	-	-	-	-	-
contig_1	cds	721557	721844	-	EPJJIE_001580	-	-	-	-	-	-
contig_1	tRNA	722198	722281	-	EPJJIE_001581	55.5	-	-	-	-	-
contig_1	cds	722395	722820	-	EPJJIE_001582	-	-	-	-	-	-
contig_1	cds	723098	723319	+	EPJJIE_001583	-	-	-	-	-	-
contig_1	cds	723430	724062	+	EPJJIE_001584	-	-	-	-	-	-
contig_1	cds	724271	724540	+	EPJJIE_001585	-	-	-	-	-	-
contig_1	cds	724504	725322	+	EPJJIE_001586	284.0	4.0e-95	0.864	0.996	0.626	UniRef:UniRef50_A0A377TP61
contig_1	cds	725820	726053	+	EPJJIE_001587	-	-	-	-	-	-
contig_1	cds	726245	726628	-	EPJJIE_001588	-	-	-	-	-	-
contig_1	cds	726732	726827	-	EPJJIE_001589	-	-	-	-	-	-
contig_1	cds	727021	727398	-	EPJJIE_001590	-	-	-	-	-	-
contig_1	cds	727595	727888	-	EPJJIE_001591	-	-	-	-	-	-
contig_1	cds	727876	728076	-	EPJJIE_001592	-	-	-	-	-	-
contig_1	cds	728438	728785	+	EPJJIE_001593	-	-	-	-	-	-
contig_1	cds	728779	728949	+	EPJJIE_001594	-	-	-	-	-	-
contig_1	cds	729153	729557	-	EPJJIE_001595	-	-	-	-	-	-
contig_1	cds	729718	730152	-	EPJJIE_001596	-	-	-	-	-	-
contig_1	cds	730280	730693	+	EPJJIE_001597	-	-	-	-	-	-
contig_1	cds	730794	731792	-	EPJJIE_001598	456.0	1.1e-159	0.988	0.856	0.631	UniRef:UniRef50_Q8A8Y4
contig_1	cds	731846	732034	-	EPJJIE_001599	-	-	-	-	-	-
contig_1	cds	732135	732653	-	EPJJIE_001600	-	-	-	-	-	-
contig_1	cds	732682	732801	-	EPJJIE_001601	-	-	-	-	-	-
contig_1	cds	732801	733082	-	EPJJIE_001602	-	-	-	-	-	-
contig_1	cds	733380	733994	-	EPJJIE_001603	-	-	-	-	-	-
contig_1	cds	733936	734373	-	EPJJIE_001604	-	-	-	-	-	-
contig_1	cds	734406	735164	-	EPJJIE_001605	-	-	-	-	-	-
contig_1	cds	735209	735544	-	EPJJIE_001606	-	-	-	-	-	-
contig_1	cds	735555	735713	-	EPJJIE_001607	-	-	-	-	-	-
contig_1	cds	735791	735964	-	EPJJIE_001608	-	-	-	-	-	-
contig_1	cds	735994	736293	-	EPJJIE_001609	-	-	-	-	-	-
contig_1	cds	736290	736499	-	EPJJIE_001610	-	-	-	-	-	-
contig_1	cds	736501	736602	-	EPJJIE_001611	-	-	-	-	-	-
contig_1	cds	736936	738171	-	EPJJIE_001612	-	-	-	-	-	-
contig_1	cds	738215	738685	-	EPJJIE_001613	-	-	-	-	-	-
contig_1	cds	738675	738815	-	EPJJIE_001614	-	-	-	-	-	-
contig_1	cds	738784	738990	-	EPJJIE_001615	-	-	-	-	-	-
contig_1	cds	738960	739616	-	EPJJIE_001616	-	-	-	-	-	-
contig_1	cds	739661	740431	-	EPJJIE_001617	-	-	-	-	-	-
contig_1	cds	740449	741045	-	EPJJIE_001618	-	-	-	-	-	-
contig_1	cds	741042	741200	-	EPJJIE_001619	-	-	-	-	-	-
contig_1	cds	741197	741484	-	EPJJIE_001620	-	-	-	-	-	-
contig_1	cds	741753	741956	+	EPJJIE_001621	-	-	-	-	-	-
contig_1	cds	741907	742560	-	EPJJIE_001622	-	-	-	-	-	-
contig_1	cds	742676	742816	-	EPJJIE_001623	-	-	-	-	-	-
contig_1	cds	742984	743379	+	EPJJIE_001624	-	-	-	-	-	-
contig_1	cds	743361	743657	+	EPJJIE_001625	-	-	-	-	-	-
contig_1	cds	743534	743941	-	EPJJIE_001626	-	-	-	-	-	-
contig_1	cds	743926	744477	-	EPJJIE_001627	-	-	-	-	-	-
contig_1	cds	744453	744674	-	EPJJIE_001628	-	-	-	-	-	-
contig_1	cds	744616	745581	-	EPJJIE_001629	-	-	-	-	-	-
contig_1	cds	745600	745887	-	EPJJIE_001630	-	-	-	-	-	-
contig_1	cds	745904	746257	-	EPJJIE_001631	-	-	-	-	-	-
contig_1	cds	746230	746445	-	EPJJIE_001632	-	-	-	-	-	-
contig_1	cds	746761	746982	+	EPJJIE_001633	-	-	-	-	-	-
contig_1	cds	747125	747376	-	EPJJIE_001634	-	-	-	-	-	-
contig_1	cds	747667	748074	-	EPJJIE_001635	-	-	-	-	-	-
contig_1	cds	748062	748649	-	EPJJIE_001636	-	-	-	-	-	-
contig_1	cds	748699	748944	-	EPJJIE_001637	103.0	9.4e-29	0.988	0.930	0.600	UniRef:UniRef50_A0A484X0M0
contig_1	cds	748893	749255	-	EPJJIE_001638	-	-	-	-	-	-
contig_1	cds	749243	749536	-	EPJJIE_001639	-	-	-	-	-	-
contig_1	cds	749636	750235	-	EPJJIE_001640	-	-	-	-	-	-
contig_1	cds	750232	750549	-	EPJJIE_001641	-	-	-	-	-	-
contig_1	cds	750546	750791	-	EPJJIE_001642	-	-	-	-	-	-
contig_1	cds	750793	751506	-	EPJJIE_001643	-	-	-	-	-	-
contig_1	cds	751478	752050	-	EPJJIE_001644	-	-	-	-	-	-
contig_1	cds	752238	752366	-	EPJJIE_001645	-	-	-	-	-	-
contig_1	cds	752363	752530	-	EPJJIE_001646	-	-	-	-	-	-
contig_1	cds	752524	752937	-	EPJJIE_001647	-	-	-	-	-	-
contig_1	cds	752919	753236	-	EPJJIE_001648	-	-	-	-	-	-
contig_1	cds	753339	753581	-	EPJJIE_001649	-	-	-	-	-	-
contig_1	cds	753566	754228	-	EPJJIE_001650	-	-	-	-	-	-
contig_1	cds	754209	754571	-	EPJJIE_001651	-	-	-	-	-	-
contig_1	cds	754789	754926	-	EPJJIE_001652	-	-	-	-	-	-
contig_1	cds	754889	755098	-	EPJJIE_001653	-	-	-	-	-	-
contig_1	cds	755135	755608	-	EPJJIE_001654	-	-	-	-	-	-
contig_1	cds	755571	755864	-	EPJJIE_001655	-	-	-	-	-	-
contig_1	cds	755864	756127	-	EPJJIE_001656	-	-	-	-	-	-
contig_1	cds	756127	756339	-	EPJJIE_001657	-	-	-	-	-	-
contig_1	cds	756634	756795	-	EPJJIE_001658	-	-	-	-	-	-
contig_1	cds	756752	757168	-	EPJJIE_001659	-	-	-	-	-	-
contig_1	cds	757110	757223	-	EPJJIE_001660	-	-	-	-	-	-
contig_1	cds	757247	757906	-	EPJJIE_001661	210.0	1.9e-67	0.813	0.922	0.551	UniRef:UniRef50_A6LEW8
contig_1	cds	758113	758577	-	EPJJIE_001662	-	-	-	-	-	-
contig_1	cds	758729	759031	-	EPJJIE_001663	-	-	-	-	-	-
contig_1	cds	759108	759476	-	EPJJIE_001664	-	-	-	-	-	-
contig_1	cds	759567	759818	-	EPJJIE_001665	-	-	-	-	-	-
contig_1	cds	759876	760331	-	EPJJIE_001666	-	-	-	-	-	-
contig_1	cds	760325	760510	-	EPJJIE_001667	-	-	-	-	-	-
contig_1	cds	760467	760880	-	EPJJIE_001668	-	-	-	-	-	-
contig_1	cds	762096	762257	-	EPJJIE_001669	-	-	-	-	-	-
contig_1	cds	762254	762751	-	EPJJIE_001670	-	-	-	-	-	-
contig_1	cds	762919	763212	-	EPJJIE_001671	-	-	-	-	-	-
contig_1	cds	764048	764155	+	EPJJIE_001672	-	-	-	-	-	-
contig_1	cds	764450	764827	-	EPJJIE_001673	-	-	-	-	-	-
contig_1	cds	765416	765835	-	EPJJIE_001674	-	-	-	-	-	-
contig_1	cds	765828	766112	-	EPJJIE_001675	-	-	-	-	-	-
contig_1	cds	766498	766899	+	EPJJIE_001676	-	-	-	-	-	-
contig_1	cds	766979	767170	+	EPJJIE_001677	-	-	-	-	-	-
contig_1	cds	767232	767501	+	EPJJIE_001678	-	-	-	-	-	-
contig_1	cds	767593	768360	+	EPJJIE_001679	-	-	-	-	-	-
contig_1	cds	768362	768637	+	EPJJIE_001680	-	-	-	-	-	-
contig_1	cds	768735	768890	+	EPJJIE_001681	-	-	-	-	-	-
contig_1	cds	768945	769205	+	EPJJIE_001682	-	-	-	-	-	-
contig_1	cds	769315	769461	+	EPJJIE_001683	-	-	-	-	-	-
contig_1	cds	769675	770379	+	EPJJIE_001684	-	-	-	-	-	-
contig_1	cds	770434	770610	+	EPJJIE_001685	-	-	-	-	-	-
contig_1	cds	770665	771339	+	EPJJIE_001686	-	-	-	-	-	-
contig_1	cds	771297	771581	+	EPJJIE_001687	-	-	-	-	-	-
contig_1	cds	771621	772061	+	EPJJIE_001688	-	-	-	-	-	-
contig_1	cds	772130	772384	+	EPJJIE_001689	-	-	-	-	-	-
contig_1	cds	772396	772593	+	EPJJIE_001690	-	-	-	-	-	-
contig_1	cds	772770	773447	+	EPJJIE_001691	-	-	-	-	-	-
contig_1	cds	773416	773730	+	EPJJIE_001692	-	-	-	-	-	-
contig_1	cds	773702	773902	+	EPJJIE_001693	-	-	-	-	-	-
contig_1	cds	773911	774483	+	EPJJIE_001694	-	-	-	-	-	-
contig_1	cds	775045	775782	+	EPJJIE_001695	-	-	-	-	-	-
contig_1	cds	775745	775894	+	EPJJIE_001696	-	-	-	-	-	-
contig_1	cds	776009	776278	+	EPJJIE_001697	-	-	-	-	-	-
contig_1	cds	776350	776730	+	EPJJIE_001698	-	-	-	-	-	-
contig_1	cds	776706	777137	+	EPJJIE_001699	-	-	-	-	-	-
contig_1	cds	777295	777561	+	EPJJIE_001700	-	-	-	-	-	-
contig_1	cds	777515	777961	+	EPJJIE_001701	147.0	4.7e-44	0.980	0.863	0.545	UniRef:UniRef50_A0A4P7GRG0
contig_1	cds	777964	778434	+	EPJJIE_001702	152.0	5.7e-46	0.821	0.848	0.547	UniRef:UniRef50_R6FR87
contig_1	cds	778533	778961	-	EPJJIE_001703	143.0	8.7e-43	0.944	0.924	0.522	UniRef:UniRef50_A0A1C5TQX0
contig_1	cds	778981	779283	-	EPJJIE_001704	-	-	-	-	-	-
contig_1	cds	779427	780056	-	EPJJIE_001705	231.0	1.0e-75	0.890	0.935	0.581	UniRef:UniRef50_A0A5J4PI95
contig_1	cds	780199	780351	-	EPJJIE_001706	-	-	-	-	-	-
contig_1	cds	780305	780577	-	EPJJIE_001707	-	-	-	-	-	-
contig_1	cds	780635	780775	-	EPJJIE_001708	-	-	-	-	-	-
contig_1	cds	780784	781362	-	EPJJIE_001709	-	-	-	-	-	-
contig_1	cds	781856	782221	+	EPJJIE_001710	172.0	1.1e-54	0.992	0.822	0.683	UniRef:UniRef50_Q89YN3
contig_1	cds	782348	782791	+	EPJJIE_001711	-	-	-	-	-	-
contig_1	cds	782779	782919	+	EPJJIE_001712	-	-	-	-	-	-
contig_1	cds	782928	783167	+	EPJJIE_001713	-	-	-	-	-	-
contig_1	cds	783171	783434	+	EPJJIE_001714	-	-	-	-	-	-
contig_1	cds	783410	783583	+	EPJJIE_001715	-	-	-	-	-	-
contig_1	cds	783939	784664	+	EPJJIE_001716	-	-	-	-	-	-
contig_1	cds	784793	785074	+	EPJJIE_001717	-	-	-	-	-	-
contig_1	cds	785108	785659	+	EPJJIE_001718	-	-	-	-	-	-
contig_1	cds	785646	786191	+	EPJJIE_001719	-	-	-	-	-	-
contig_1	cds	786506	786646	-	EPJJIE_001720	-	-	-	-	-	-
contig_1	cds	786643	786999	-	EPJJIE_001721	-	-	-	-	-	-
contig_1	cds	787027	787158	-	EPJJIE_001722	-	-	-	-	-	-
contig_1	cds	787288	787383	-	EPJJIE_001723	-	-	-	-	-	-
contig_1	cds	787415	788491	-	EPJJIE_001724	-	-	-	-	-	-
contig_1	cds	788524	788685	-	EPJJIE_001725	-	-	-	-	-	-
contig_1	cds	789028	789537	+	EPJJIE_001726	-	-	-	-	-	-
contig_1	cds	789483	789770	+	EPJJIE_001727	-	-	-	-	-	-
contig_1	cds	789781	790122	+	EPJJIE_001728	-	-	-	-	-	-
contig_1	cds	790827	791093	+	EPJJIE_001729	-	-	-	-	-	-
contig_1	cds	791068	791385	+	EPJJIE_001730	-	-	-	-	-	-
contig_1	cds	791608	792294	+	EPJJIE_001731	-	-	-	-	-	-
contig_1	cds	792263	792466	+	EPJJIE_001732	-	-	-	-	-	-
contig_1	cds	792578	792907	+	EPJJIE_001733	-	-	-	-	-	-
contig_1	cds	793332	793673	+	EPJJIE_001734	-	-	-	-	-	-
contig_1	cds	793993	794145	-	EPJJIE_001735	-	-	-	-	-	-
contig_1	cds	794127	794330	-	EPJJIE_001736	-	-	-	-	-	-
contig_1	cds	794479	795051	+	EPJJIE_001737	-	-	-	-	-	-
contig_1	cds	795106	795201	+	EPJJIE_001738	-	-	-	-	-	-
contig_1	cds	795247	795822	+	EPJJIE_001739	-	-	-	-	-	-
contig_1	cds	795941	796198	-	EPJJIE_001740	-	-	-	-	-	-
contig_1	cds	796320	796463	-	EPJJIE_001741	-	-	-	-	-	-
contig_1	cds	796715	796915	-	EPJJIE_001742	-	-	-	-	-	-
contig_1	cds	797228	797386	-	EPJJIE_001743	-	-	-	-	-	-
contig_1	cds	797416	797613	-	EPJJIE_001744	-	-	-	-	-	-
contig_1	cds	798352	798702	-	EPJJIE_001745	-	-	-	-	-	-
contig_1	cds	798710	799003	-	EPJJIE_001746	-	-	-	-	-	-
contig_1	cds	799242	799571	-	EPJJIE_001747	-	-	-	-	-	-
contig_1	cds	800183	800590	-	EPJJIE_001748	160.0	2.6e-49	1.015	0.830	0.613	UniRef:UniRef50_A0A250KJD3
contig_1	cds	800752	800871	-	EPJJIE_001749	-	-	-	-	-	-
contig_1	cds	800974	801147	-	EPJJIE_001750	-	-	-	-	-	-
contig_1	cds	801144	801305	-	EPJJIE_001751	-	-	-	-	-	-
contig_1	cds	801370	801567	-	EPJJIE_001752	-	-	-	-	-	-
contig_1	cds	802404	802799	-	EPJJIE_001753	-	-	-	-	-	-
contig_1	cds	803115	803225	-	EPJJIE_001754	-	-	-	-	-	-
contig_1	cds	803257	803559	-	EPJJIE_001755	-	-	-	-	-	-
contig_1	cds	803568	803855	-	EPJJIE_001756	-	-	-	-	-	-
contig_1	cds	804398	804670	-	EPJJIE_001757	-	-	-	-	-	-
contig_1	cds	804743	804937	-	EPJJIE_001758	-	-	-	-	-	-
contig_1	cds	805122	805322	-	EPJJIE_001759	-	-	-	-	-	-
contig_1	cds	805301	805402	-	EPJJIE_001760	-	-	-	-	-	-
contig_1	cds	805471	805569	-	EPJJIE_001761	-	-	-	-	-	-
contig_1	cds	805538	805666	-	EPJJIE_001762	-	-	-	-	-	-
contig_1	cds	805890	806162	-	EPJJIE_001763	-	-	-	-	-	-
contig_1	cds	806308	806580	-	EPJJIE_001764	-	-	-	-	-	-
contig_1	tRNA	807854	807935	-	EPJJIE_001765	41.7	-	-	-	-	-
contig_1	cds	808095	808325	+	EPJJIE_001766	-	-	-	-	-	-
contig_1	cds	808346	808624	+	EPJJIE_001767	-	-	-	-	-	-
contig_1	cds	809022	810179	+	EPJJIE_001768	-	-	-	-	-	-
contig_1	cds	810408	810569	+	EPJJIE_001769	-	-	-	-	-	-
contig_1	cds	810624	810992	-	EPJJIE_001770	-	-	-	-	-	-
contig_1	cds	811004	811285	+	EPJJIE_001771	-	-	-	-	-	-
contig_1	cds	811328	811708	+	EPJJIE_001772	-	-	-	-	-	-
contig_1	cds	811718	812380	+	EPJJIE_001773	-	-	-	-	-	-
contig_1	cds	812439	812588	+	EPJJIE_001774	-	-	-	-	-	-
contig_1	cds	812603	812941	+	EPJJIE_001775	117.0	1.8e-33	0.893	0.862	0.570	UniRef:UniRef50_A0A963X7V5
contig_1	cds	813065	813220	-	EPJJIE_001776	-	-	-	-	-	-
contig_1	cds	813186	813530	-	EPJJIE_001777	-	-	-	-	-	-
contig_1	cds	813569	814012	-	EPJJIE_001778	272.0	2.1e-93	1.0	0.891	0.912	UniRef:UniRef50_K9ER85
contig_1	cds	814129	814446	-	EPJJIE_001779	-	-	-	-	-	-
contig_1	cds	814455	814652	-	EPJJIE_001780	-	-	-	-	-	-
contig_1	cds	814840	815259	-	EPJJIE_001781	-	-	-	-	-	-
contig_1	cds	815532	815975	+	EPJJIE_001782	-	-	-	-	-	-
contig_1	cds	816273	816836	+	EPJJIE_001783	211.0	4.7e-68	0.904	0.812	0.538	UniRef:UniRef50_A0A2T3G5W2
contig_1	cds	817039	817446	+	EPJJIE_001784	-	-	-	-	-	-
contig_1	cds	817547	817849	+	EPJJIE_001785	-	-	-	-	-	-
contig_1	cds	817966	818301	+	EPJJIE_001786	-	-	-	-	-	-
contig_1	cds	818249	818497	+	EPJJIE_001787	-	-	-	-	-	-
contig_1	cds	818543	818980	-	EPJJIE_001788	-	-	-	-	-	-
contig_1	cds	818977	819549	-	EPJJIE_001789	-	-	-	-	-	-
contig_1	cds	819579	819722	-	EPJJIE_001790	-	-	-	-	-	-
contig_1	cds	819767	819988	-	EPJJIE_001791	-	-	-	-	-	-
contig_1	cds	820079	820312	-	EPJJIE_001792	-	-	-	-	-	-
contig_1	cds	820496	820720	-	EPJJIE_001793	-	-	-	-	-	-
contig_1	cds	820794	821051	-	EPJJIE_001794	-	-	-	-	-	-
contig_1	cds	821002	821739	-	EPJJIE_001795	-	-	-	-	-	-
contig_1	cds	821699	822079	-	EPJJIE_001796	-	-	-	-	-	-
contig_1	cds	822090	822323	-	EPJJIE_001797	-	-	-	-	-	-
contig_1	cds	822335	822538	-	EPJJIE_001798	-	-	-	-	-	-
contig_1	cds	822541	822723	-	EPJJIE_001799	-	-	-	-	-	-
contig_1	cds	822708	823676	-	EPJJIE_001800	-	-	-	-	-	-
contig_1	cds	823673	824074	-	EPJJIE_001801	-	-	-	-	-	-
contig_1	cds	824115	824648	-	EPJJIE_001802	-	-	-	-	-	-
contig_1	cds	824587	825234	-	EPJJIE_001803	-	-	-	-	-	-
contig_1	cds	825273	825704	-	EPJJIE_001804	-	-	-	-	-	-
contig_1	cds	825647	825832	-	EPJJIE_001805	-	-	-	-	-	-
contig_1	cds	825894	826397	-	EPJJIE_001806	-	-	-	-	-	-
contig_1	cds	826360	826614	-	EPJJIE_001807	-	-	-	-	-	-
contig_1	cds	827130	827261	-	EPJJIE_001808	-	-	-	-	-	-
contig_1	cds	827506	828273	-	EPJJIE_001809	-	-	-	-	-	-
contig_1	cds	828270	828500	-	EPJJIE_001810	-	-	-	-	-	-
contig_1	cds	828497	828760	-	EPJJIE_001811	-	-	-	-	-	-
contig_1	cds	828822	828980	-	EPJJIE_001812	-	-	-	-	-	-
contig_1	cds	829238	829555	+	EPJJIE_001813	-	-	-	-	-	-
contig_1	cds	829690	830217	+	EPJJIE_001814	-	-	-	-	-	-
contig_1	cds	830196	830975	+	EPJJIE_001815	-	-	-	-	-	-
contig_1	cds	831010	831252	+	EPJJIE_001816	-	-	-	-	-	-
contig_1	cds	831318	831509	+	EPJJIE_001817	-	-	-	-	-	-
contig_1	cds	831510	831914	+	EPJJIE_001818	-	-	-	-	-	-
contig_1	cds	832072	833025	+	EPJJIE_001819	409.0	1.1e-141	0.956	0.854	0.634	UniRef:UniRef50_A0AA37XAJ0
contig_1	cds	833143	833445	+	EPJJIE_001820	-	-	-	-	-	-
contig_1	cds	833540	833974	-	EPJJIE_001821	-	-	-	-	-	-
contig_1	cds	834081	834224	-	EPJJIE_001822	-	-	-	-	-	-
contig_1	cds	834240	834686	-	EPJJIE_001823	-	-	-	-	-	-
contig_1	cds	834692	835201	-	EPJJIE_001824	-	-	-	-	-	-
contig_1	cds	835229	836056	-	EPJJIE_001825	-	-	-	-	-	-
contig_1	cds	836441	836617	+	EPJJIE_001826	-	-	-	-	-	-
contig_1	cds	836680	837003	+	EPJJIE_001827	-	-	-	-	-	-
contig_1	cds	836970	837584	+	EPJJIE_001828	220.0	1.4e-71	0.912	0.939	0.554	UniRef:UniRef50_A0A920KQJ5
contig_1	cds	837713	837841	+	EPJJIE_001829	-	-	-	-	-	-
contig_1	cds	837998	838552	+	EPJJIE_001830	228.0	6.6e-75	1.0	0.920	0.609	UniRef:UniRef50_W7PS46
contig_1	cds	838566	839045	-	EPJJIE_001831	-	-	-	-	-	-
contig_1	cds	839063	839389	-	EPJJIE_001832	-	-	-	-	-	-
contig_1	cds	839374	839838	-	EPJJIE_001833	-	-	-	-	-	-
contig_1	cds	839871	840203	-	EPJJIE_001834	-	-	-	-	-	-
contig_1	cds	840533	841309	+	EPJJIE_001835	-	-	-	-	-	-
contig_1	cds	841272	842006	+	EPJJIE_001836	-	-	-	-	-	-
contig_1	cds	842194	842490	+	EPJJIE_001837	-	-	-	-	-	-
contig_1	cds	842505	842666	+	EPJJIE_001838	-	-	-	-	-	-
contig_1	cds	842836	843261	+	EPJJIE_001839	-	-	-	-	-	-
