locus_tag	ftype	length_bp	gene	EC_number	COG	product
GAPDIIBD_01270	gene	273				
GAPDIIBD_01270	CDS	273				hypothetical protein
GAPDIIBD_01271	gene	186				
GAPDIIBD_01271	CDS	186				hypothetical protein
GAPDIIBD_01272	gene	696				
GAPDIIBD_01272	CDS	696				hypothetical protein
GAPDIIBD_01273	gene	318				
GAPDIIBD_01273	CDS	318				hypothetical protein
GAPDIIBD_01274	gene	276				
GAPDIIBD_01274	CDS	276				hypothetical protein
GAPDIIBD_01275	gene	549				
GAPDIIBD_01275	CDS	549				hypothetical protein
GAPDIIBD_01276	gene	576				
GAPDIIBD_01276	CDS	576				hypothetical protein
GAPDIIBD_01277	gene	120				
GAPDIIBD_01277	CDS	120				hypothetical protein
GAPDIIBD_01278	gene	618	pgcA_1			
GAPDIIBD_01278	CDS	618	pgcA_1	5.4.2.2	COG1109	Phosphoglucomutase
GAPDIIBD_01279	gene	363	pgcA_2			
GAPDIIBD_01279	CDS	363	pgcA_2	5.4.2.2	COG1109	Phosphoglucomutase
GAPDIIBD_01280	gene	603	pgcA_3			
GAPDIIBD_01280	CDS	603	pgcA_3	5.4.2.2	COG1109	Phosphoglucomutase
GAPDIIBD_01281	gene	246				
GAPDIIBD_01281	CDS	246				hypothetical protein
GAPDIIBD_01282	gene	240				
GAPDIIBD_01282	CDS	240				hypothetical protein
GAPDIIBD_01283	gene	309				
GAPDIIBD_01283	CDS	309				hypothetical protein
GAPDIIBD_01284	gene	309				
GAPDIIBD_01284	CDS	309				hypothetical protein
GAPDIIBD_01285	gene	198				
GAPDIIBD_01285	CDS	198				hypothetical protein
GAPDIIBD_01286	gene	546				
GAPDIIBD_01286	CDS	546				hypothetical protein
GAPDIIBD_01287	gene	597				
GAPDIIBD_01287	CDS	597				hypothetical protein
GAPDIIBD_01288	gene	285				
GAPDIIBD_01288	CDS	285				hypothetical protein
GAPDIIBD_01289	gene	558				
GAPDIIBD_01289	CDS	558				hypothetical protein
GAPDIIBD_01290	gene	393	ald_1			
GAPDIIBD_01290	CDS	393	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
GAPDIIBD_01291	gene	357	ald_2			
GAPDIIBD_01291	CDS	357	ald_2	1.4.1.1	COG0686	Alanine dehydrogenase
GAPDIIBD_01292	gene	351	ald_3			
GAPDIIBD_01292	CDS	351	ald_3	1.4.1.1	COG0686	Alanine dehydrogenase
GAPDIIBD_01293	gene	1008				
GAPDIIBD_01293	CDS	1008		1.6.5.9		NADH:quinone reductase
GAPDIIBD_01294	gene	306				
GAPDIIBD_01294	CDS	306				hypothetical protein
GAPDIIBD_01295	gene	366				
GAPDIIBD_01295	CDS	366				hypothetical protein
GAPDIIBD_01296	gene	513				
GAPDIIBD_01296	CDS	513				hypothetical protein
GAPDIIBD_01297	gene	1167				
GAPDIIBD_01297	CDS	1167				hypothetical protein
GAPDIIBD_01298	gene	285				
GAPDIIBD_01298	CDS	285				hypothetical protein
GAPDIIBD_01299	gene	300				
GAPDIIBD_01299	CDS	300				hypothetical protein
GAPDIIBD_01300	gene	477	nadC			
GAPDIIBD_01300	CDS	477	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
GAPDIIBD_01301	gene	252				
GAPDIIBD_01301	CDS	252				hypothetical protein
GAPDIIBD_01302	gene	219				
GAPDIIBD_01302	CDS	219				hypothetical protein
GAPDIIBD_01303	gene	399	rlmH			
GAPDIIBD_01303	CDS	399	rlmH	2.1.1.177		Ribosomal RNA large subunit methyltransferase H
GAPDIIBD_01304	gene	417	queF			
GAPDIIBD_01304	CDS	417	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
GAPDIIBD_01305	gene	360	queC_1			
GAPDIIBD_01305	CDS	360	queC_1	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
GAPDIIBD_01306	gene	171				
GAPDIIBD_01306	CDS	171				hypothetical protein
GAPDIIBD_01307	gene	156	queC_2			
GAPDIIBD_01307	CDS	156	queC_2	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
GAPDIIBD_01308	gene	462				
GAPDIIBD_01308	CDS	462				queuosine precursor transporter
GAPDIIBD_01309	gene	171				
GAPDIIBD_01309	CDS	171				queuosine precursor transporter
GAPDIIBD_01310	gene	387	sigH_2			
GAPDIIBD_01310	CDS	387	sigH_2			ECF RNA polymerase sigma factor SigH
GAPDIIBD_01311	gene	96				
GAPDIIBD_01311	CDS	96				hypothetical protein
GAPDIIBD_01312	gene	297				
GAPDIIBD_01312	CDS	297				hypothetical protein
GAPDIIBD_01313	gene	651				
GAPDIIBD_01313	CDS	651				hypothetical protein
GAPDIIBD_01314	gene	291				
GAPDIIBD_01314	CDS	291				hypothetical protein
GAPDIIBD_01315	gene	129				
GAPDIIBD_01315	CDS	129				hypothetical protein
GAPDIIBD_01316	gene	468				
GAPDIIBD_01316	CDS	468				hypothetical protein
GAPDIIBD_01317	gene	126				
GAPDIIBD_01317	CDS	126				hypothetical protein
GAPDIIBD_01318	gene	249				
GAPDIIBD_01318	CDS	249				hypothetical protein
GAPDIIBD_01319	gene	714				
GAPDIIBD_01319	CDS	714				hypothetical protein
GAPDIIBD_01320	gene	213				
GAPDIIBD_01320	CDS	213				hypothetical protein
GAPDIIBD_01321	gene	471				
GAPDIIBD_01321	CDS	471				hypothetical protein
GAPDIIBD_01322	gene	162				
GAPDIIBD_01322	CDS	162				hypothetical protein
GAPDIIBD_01323	gene	285	ldhA			
GAPDIIBD_01323	CDS	285	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
GAPDIIBD_01324	gene	165				
GAPDIIBD_01324	CDS	165				hypothetical protein
GAPDIIBD_01325	gene	522				
GAPDIIBD_01325	CDS	522				hypothetical protein
GAPDIIBD_01326	gene	300				
GAPDIIBD_01326	CDS	300				hypothetical protein
GAPDIIBD_01327	gene	291				
GAPDIIBD_01327	CDS	291				hypothetical protein
GAPDIIBD_01328	gene	429				
GAPDIIBD_01328	CDS	429				hypothetical protein
GAPDIIBD_01329	gene	90				
GAPDIIBD_01329	CDS	90				hypothetical protein
GAPDIIBD_01330	gene	312				
GAPDIIBD_01330	CDS	312				hypothetical protein
GAPDIIBD_01331	gene	177				
GAPDIIBD_01331	CDS	177				hypothetical protein
GAPDIIBD_01332	gene	351				
GAPDIIBD_01332	CDS	351				hypothetical protein
GAPDIIBD_01333	gene	549	pdxH			
GAPDIIBD_01333	CDS	549	pdxH	1.4.3.5		Pyridoxine/pyridoxamine 5'-phosphate oxidase
GAPDIIBD_01334	gene	663				
GAPDIIBD_01334	CDS	663				hypothetical protein
GAPDIIBD_01335	gene	111				
GAPDIIBD_01335	CDS	111				hypothetical protein
GAPDIIBD_01336	gene	300				
GAPDIIBD_01336	CDS	300				hypothetical protein
GAPDIIBD_01337	gene	153				
GAPDIIBD_01337	CDS	153				hypothetical protein
GAPDIIBD_01338	gene	267				
GAPDIIBD_01338	CDS	267				hypothetical protein
GAPDIIBD_01339	gene	321				
GAPDIIBD_01339	CDS	321				hypothetical protein
GAPDIIBD_01340	gene	177				
GAPDIIBD_01340	CDS	177				hypothetical protein
GAPDIIBD_01341	gene	177				
GAPDIIBD_01341	CDS	177				hypothetical protein
GAPDIIBD_01342	gene	198				
GAPDIIBD_01342	CDS	198				hypothetical protein
GAPDIIBD_01343	gene	321				
GAPDIIBD_01343	CDS	321				hypothetical protein
GAPDIIBD_01344	gene	399				
GAPDIIBD_01344	CDS	399				hypothetical protein
GAPDIIBD_01345	gene	390				
GAPDIIBD_01345	CDS	390				hypothetical protein
GAPDIIBD_01346	gene	294				
GAPDIIBD_01346	CDS	294				hypothetical protein
GAPDIIBD_01347	gene	339				
GAPDIIBD_01347	CDS	339				hypothetical protein
GAPDIIBD_01348	gene	459				
GAPDIIBD_01348	CDS	459				hypothetical protein
GAPDIIBD_01349	gene	249				
GAPDIIBD_01349	CDS	249				hypothetical protein
GAPDIIBD_01350	gene	147				
GAPDIIBD_01350	CDS	147				hypothetical protein
GAPDIIBD_01351	gene	174				
GAPDIIBD_01351	CDS	174				hypothetical protein
GAPDIIBD_01352	gene	75				
GAPDIIBD_01352	tRNA	75				tRNA-Thr(tgt)
GAPDIIBD_01353	gene	210				
GAPDIIBD_01353	CDS	210				hypothetical protein
GAPDIIBD_01354	gene	138				
GAPDIIBD_01354	CDS	138				hypothetical protein
GAPDIIBD_01355	gene	219				
GAPDIIBD_01355	CDS	219				hypothetical protein
GAPDIIBD_01356	gene	315				
GAPDIIBD_01356	CDS	315				hypothetical protein
GAPDIIBD_01357	gene	183				
GAPDIIBD_01357	CDS	183				hypothetical protein
GAPDIIBD_01358	gene	228				
GAPDIIBD_01358	CDS	228				hypothetical protein
GAPDIIBD_01359	gene	102				
GAPDIIBD_01359	CDS	102				hypothetical protein
GAPDIIBD_01360	gene	222	arnB_1			
GAPDIIBD_01360	CDS	222	arnB_1	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
GAPDIIBD_01361	gene	171				
GAPDIIBD_01361	CDS	171				hypothetical protein
GAPDIIBD_01362	gene	207				
GAPDIIBD_01362	CDS	207				hypothetical protein
GAPDIIBD_01363	gene	252				
GAPDIIBD_01363	CDS	252				hypothetical protein
GAPDIIBD_01364	gene	564				
GAPDIIBD_01364	CDS	564				hypothetical protein
GAPDIIBD_01365	gene	261				
GAPDIIBD_01365	CDS	261				hypothetical protein
GAPDIIBD_01366	gene	312				
GAPDIIBD_01366	CDS	312				hypothetical protein
GAPDIIBD_01367	gene	150				
GAPDIIBD_01367	CDS	150				hypothetical protein
GAPDIIBD_01368	gene	144				
GAPDIIBD_01368	CDS	144				hypothetical protein
GAPDIIBD_01369	gene	132	capD_4			
GAPDIIBD_01369	CDS	132	capD_4	5.1.3.2	COG1086	UDP-glucose 4-epimerase
GAPDIIBD_01370	gene	333	capD_5			
GAPDIIBD_01370	CDS	333	capD_5	5.1.3.2	COG1086	UDP-glucose 4-epimerase
GAPDIIBD_01371	gene	309	capD_6			
GAPDIIBD_01371	CDS	309	capD_6	5.1.3.2	COG1086	UDP-glucose 4-epimerase
GAPDIIBD_01372	gene	492				
GAPDIIBD_01372	CDS	492				hypothetical protein
GAPDIIBD_01373	gene	321				
GAPDIIBD_01373	CDS	321				hypothetical protein
GAPDIIBD_01374	gene	168				
GAPDIIBD_01374	CDS	168				hypothetical protein
GAPDIIBD_01375	gene	321				
GAPDIIBD_01375	CDS	321				hypothetical protein
GAPDIIBD_01376	gene	210	wecB_3			
GAPDIIBD_01376	CDS	210	wecB_3	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
GAPDIIBD_01377	gene	384				
GAPDIIBD_01377	CDS	384		5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
GAPDIIBD_01378	gene	228				
GAPDIIBD_01378	CDS	228		5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
GAPDIIBD_01379	gene	261	wecC_1			
GAPDIIBD_01379	CDS	261	wecC_1	1.1.1.336		UDP-N-acetyl-D-mannosamine dehydrogenase
GAPDIIBD_01380	gene	471	wecC_2			
GAPDIIBD_01380	CDS	471	wecC_2	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
GAPDIIBD_01381	gene	141				
GAPDIIBD_01381	CDS	141		1.1.1.336		UDP-N-acetyl-D-mannosamine dehydrogenase
GAPDIIBD_01382	gene	225				
GAPDIIBD_01382	CDS	225				hypothetical protein
GAPDIIBD_01383	gene	291				
GAPDIIBD_01383	CDS	291				hypothetical protein
GAPDIIBD_01384	gene	120				
GAPDIIBD_01384	CDS	120				hypothetical protein
GAPDIIBD_01385	gene	237				
GAPDIIBD_01385	CDS	237				hypothetical protein
GAPDIIBD_01386	gene	264				
GAPDIIBD_01386	CDS	264				hypothetical protein
GAPDIIBD_01387	gene	408	tuaB_2			
GAPDIIBD_01387	CDS	408	tuaB_2		COG2244	Teichuronic acid biosynthesis protein TuaB
GAPDIIBD_01388	gene	339				
GAPDIIBD_01388	CDS	339				hypothetical protein
GAPDIIBD_01389	gene	135				
GAPDIIBD_01389	CDS	135				hypothetical protein
GAPDIIBD_01390	gene	519				
GAPDIIBD_01390	CDS	519				hypothetical protein
GAPDIIBD_01391	gene	165				
GAPDIIBD_01391	CDS	165				hypothetical protein
GAPDIIBD_01392	gene	105				
GAPDIIBD_01392	CDS	105				hypothetical protein
GAPDIIBD_01393	gene	525				
GAPDIIBD_01393	CDS	525				hypothetical protein
GAPDIIBD_01394	gene	366				
GAPDIIBD_01394	CDS	366				hypothetical protein
GAPDIIBD_01395	gene	471				
GAPDIIBD_01395	CDS	471				hypothetical protein
GAPDIIBD_01396	gene	216				
GAPDIIBD_01396	CDS	216				hypothetical protein
GAPDIIBD_01397	gene	534				
GAPDIIBD_01397	CDS	534				hypothetical protein
GAPDIIBD_01398	gene	519				
GAPDIIBD_01398	CDS	519				hypothetical protein
GAPDIIBD_01399	gene	282				
GAPDIIBD_01399	CDS	282				hypothetical protein
GAPDIIBD_01400	gene	159				
GAPDIIBD_01400	CDS	159				hypothetical protein
GAPDIIBD_01401	gene	1458				
GAPDIIBD_01401	CDS	1458				hypothetical protein
GAPDIIBD_01402	gene	285				
GAPDIIBD_01402	CDS	285				hypothetical protein
GAPDIIBD_01403	gene	528				
GAPDIIBD_01403	CDS	528				hypothetical protein
GAPDIIBD_01404	gene	216				
GAPDIIBD_01404	CDS	216				hypothetical protein
GAPDIIBD_01405	gene	249				
GAPDIIBD_01405	CDS	249				hypothetical protein
GAPDIIBD_01406	gene	891				
GAPDIIBD_01406	CDS	891				hypothetical protein
GAPDIIBD_01407	gene	74				
GAPDIIBD_01407	tRNA	74				tRNA-Cys(gca)
GAPDIIBD_01408	gene	162				
GAPDIIBD_01408	CDS	162				hypothetical protein
GAPDIIBD_01409	gene	555	feoB			
GAPDIIBD_01409	CDS	555	feoB		COG0370	Fe(2+) transporter FeoB
GAPDIIBD_01410	gene	912				
GAPDIIBD_01410	CDS	912				hypothetical protein
GAPDIIBD_01411	gene	972	der_1			
GAPDIIBD_01411	CDS	972	der_1			GTPase Der
GAPDIIBD_01412	gene	489	tilS_1			
GAPDIIBD_01412	CDS	489	tilS_1	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
GAPDIIBD_01413	gene	681	tilS_2			
GAPDIIBD_01413	CDS	681	tilS_2	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
GAPDIIBD_01414	gene	1788				
GAPDIIBD_01414	CDS	1788				hypothetical protein
GAPDIIBD_01415	gene	162				
GAPDIIBD_01415	CDS	162				hypothetical protein
GAPDIIBD_01416	gene	1545	yfhM			
GAPDIIBD_01416	CDS	1545	yfhM		COG2373	Alpha-2-macroglobulin
GAPDIIBD_01417	gene	141				
GAPDIIBD_01417	CDS	141				hypothetical protein
GAPDIIBD_01418	gene	693				
GAPDIIBD_01418	CDS	693				hypothetical protein
GAPDIIBD_01419	gene	297				
GAPDIIBD_01419	CDS	297				hypothetical protein
GAPDIIBD_01420	gene	300				
GAPDIIBD_01420	CDS	300				hypothetical protein
GAPDIIBD_01421	gene	159				
GAPDIIBD_01421	CDS	159				hypothetical protein
GAPDIIBD_01422	gene	420				
GAPDIIBD_01422	CDS	420				hypothetical protein
GAPDIIBD_01423	gene	318				
GAPDIIBD_01423	CDS	318				hypothetical protein
GAPDIIBD_01424	gene	477	pbpC_1			
GAPDIIBD_01424	CDS	477	pbpC_1		COG4953	Penicillin-binding protein 1C
GAPDIIBD_01425	gene	300				
GAPDIIBD_01425	CDS	300				hypothetical protein
GAPDIIBD_01426	gene	612	pbpC_2			
GAPDIIBD_01426	CDS	612	pbpC_2		COG4953	Penicillin-binding protein 1C
GAPDIIBD_01427	gene	639				
GAPDIIBD_01427	CDS	639				hypothetical protein
GAPDIIBD_01428	gene	1206	sotB			
GAPDIIBD_01428	CDS	1206	sotB			sugar efflux transporter
GAPDIIBD_01429	gene	270				
GAPDIIBD_01429	CDS	270				hypothetical protein
GAPDIIBD_01430	gene	609				
GAPDIIBD_01430	CDS	609				hypothetical protein
GAPDIIBD_01431	gene	174				
GAPDIIBD_01431	CDS	174				hypothetical protein
GAPDIIBD_01432	gene	1392	nhaC			
GAPDIIBD_01432	CDS	1392	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
GAPDIIBD_01433	gene	564				
GAPDIIBD_01433	CDS	564				hypothetical protein
GAPDIIBD_01434	gene	438				
GAPDIIBD_01434	CDS	438				hypothetical protein
GAPDIIBD_01435	gene	285				
GAPDIIBD_01435	CDS	285				hypothetical protein
GAPDIIBD_01436	gene	201	mnmA_1			
GAPDIIBD_01436	CDS	201	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
GAPDIIBD_01437	gene	318	mnmA_2			
GAPDIIBD_01437	CDS	318	mnmA_2	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
GAPDIIBD_01438	gene	408	metY			
GAPDIIBD_01438	CDS	408	metY	2.5.1.-		O-acetyl-L-homoserine sulfhydrylase
GAPDIIBD_01439	gene	366				
GAPDIIBD_01439	CDS	366		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
GAPDIIBD_01440	gene	471	metZ_1			
GAPDIIBD_01440	CDS	471	metZ_1	2.5.1.-		O-succinylhomoserine sulfhydrylase
GAPDIIBD_01441	gene	714				
GAPDIIBD_01441	CDS	714				hypothetical protein
GAPDIIBD_01442	gene	249				
GAPDIIBD_01442	CDS	249				hypothetical protein
GAPDIIBD_01443	gene	435				
GAPDIIBD_01443	CDS	435				hypothetical protein
GAPDIIBD_01444	gene	192				
GAPDIIBD_01444	CDS	192				hypothetical protein
GAPDIIBD_01445	gene	165				
GAPDIIBD_01445	CDS	165				hypothetical protein
GAPDIIBD_01446	gene	261				
GAPDIIBD_01446	CDS	261				hypothetical protein
GAPDIIBD_01447	gene	396				
GAPDIIBD_01447	CDS	396				hypothetical protein
GAPDIIBD_01448	gene	375				
GAPDIIBD_01448	CDS	375				hypothetical protein
GAPDIIBD_01449	gene	204				
GAPDIIBD_01449	CDS	204				hypothetical protein
GAPDIIBD_01450	gene	726				
GAPDIIBD_01450	CDS	726				hypothetical protein
GAPDIIBD_01451	gene	312				
GAPDIIBD_01451	CDS	312				hypothetical protein
GAPDIIBD_01452	gene	414	loiP			
GAPDIIBD_01452	CDS	414	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
GAPDIIBD_01453	gene	255	bepA_1			
GAPDIIBD_01453	CDS	255	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
GAPDIIBD_01454	gene	702				
GAPDIIBD_01454	CDS	702				hypothetical protein
GAPDIIBD_01455	gene	102				
GAPDIIBD_01455	CDS	102				hypothetical protein
GAPDIIBD_01456	gene	177				
GAPDIIBD_01456	CDS	177				hypothetical protein
GAPDIIBD_01457	gene	171				
GAPDIIBD_01457	CDS	171				hypothetical protein
GAPDIIBD_01458	gene	171				
GAPDIIBD_01458	CDS	171				hypothetical protein
GAPDIIBD_01459	gene	117				
GAPDIIBD_01459	CDS	117				hypothetical protein
GAPDIIBD_01460	gene	951	yicI			
GAPDIIBD_01460	CDS	951	yicI	3.2.1.177	COG1501	Alpha-xylosidase
GAPDIIBD_01461	gene	312				
GAPDIIBD_01461	CDS	312				hypothetical protein
GAPDIIBD_01462	gene	168				
GAPDIIBD_01462	CDS	168				hypothetical protein
GAPDIIBD_01463	gene	201				
GAPDIIBD_01463	CDS	201				hypothetical protein
GAPDIIBD_01464	gene	366				
GAPDIIBD_01464	CDS	366				hypothetical protein
GAPDIIBD_01465	gene	294				
GAPDIIBD_01465	CDS	294				hypothetical protein
GAPDIIBD_01466	gene	201				
GAPDIIBD_01466	CDS	201				hypothetical protein
GAPDIIBD_01467	gene	897				
GAPDIIBD_01467	CDS	897				hypothetical protein
GAPDIIBD_01468	gene	120				
GAPDIIBD_01468	CDS	120				hypothetical protein
GAPDIIBD_01469	gene	405				
GAPDIIBD_01469	CDS	405				hypothetical protein
GAPDIIBD_01470	gene	153				
GAPDIIBD_01470	CDS	153				hypothetical protein
GAPDIIBD_01471	gene	222				
GAPDIIBD_01471	CDS	222				hypothetical protein
GAPDIIBD_01472	gene	225				
GAPDIIBD_01472	CDS	225				hypothetical protein
GAPDIIBD_01473	gene	330				
GAPDIIBD_01473	CDS	330				hypothetical protein
GAPDIIBD_01474	gene	330				
GAPDIIBD_01474	CDS	330				hypothetical protein
GAPDIIBD_01475	gene	399				
GAPDIIBD_01475	CDS	399				hypothetical protein
GAPDIIBD_01476	gene	204	xerD_1			
GAPDIIBD_01476	CDS	204	xerD_1			Tyrosine recombinase XerD
GAPDIIBD_01477	gene	297	xerC_3			
GAPDIIBD_01477	CDS	297	xerC_3			Tyrosine recombinase XerC
GAPDIIBD_01478	gene	315				
GAPDIIBD_01478	CDS	315				hypothetical protein
GAPDIIBD_01479	gene	351				
GAPDIIBD_01479	CDS	351				hypothetical protein
GAPDIIBD_01480	gene	198				
GAPDIIBD_01480	CDS	198				hypothetical protein
GAPDIIBD_01481	gene	423				
GAPDIIBD_01481	CDS	423				hypothetical protein
GAPDIIBD_01482	gene	285				
GAPDIIBD_01482	CDS	285				hypothetical protein
GAPDIIBD_01483	gene	225				
GAPDIIBD_01483	CDS	225				hypothetical protein
GAPDIIBD_01484	gene	156				
GAPDIIBD_01484	CDS	156				hypothetical protein
GAPDIIBD_01485	gene	111				
GAPDIIBD_01485	CDS	111				hypothetical protein
GAPDIIBD_01486	gene	486				
GAPDIIBD_01486	CDS	486				hypothetical protein
GAPDIIBD_01487	gene	555				
GAPDIIBD_01487	CDS	555				hypothetical protein
GAPDIIBD_01488	gene	207				
GAPDIIBD_01488	CDS	207				hypothetical protein
GAPDIIBD_01489	gene	375				
GAPDIIBD_01489	CDS	375				hypothetical protein
GAPDIIBD_01490	gene	219				
GAPDIIBD_01490	CDS	219				hypothetical protein
GAPDIIBD_01491	gene	192				
GAPDIIBD_01491	CDS	192				hypothetical protein
GAPDIIBD_01492	gene	237				
GAPDIIBD_01492	CDS	237				hypothetical protein
GAPDIIBD_01493	gene	210				
GAPDIIBD_01493	CDS	210				hypothetical protein
GAPDIIBD_01494	gene	270				
GAPDIIBD_01494	CDS	270				hypothetical protein
GAPDIIBD_01495	gene	138				
GAPDIIBD_01495	CDS	138				hypothetical protein
GAPDIIBD_01496	gene	348				
GAPDIIBD_01496	CDS	348				hypothetical protein
GAPDIIBD_01497	gene	243				
GAPDIIBD_01497	CDS	243				hypothetical protein
GAPDIIBD_01498	gene	240				
GAPDIIBD_01498	CDS	240				hypothetical protein
GAPDIIBD_01499	gene	273				
GAPDIIBD_01499	CDS	273				hypothetical protein
GAPDIIBD_01500	gene	219				
GAPDIIBD_01500	CDS	219				hypothetical protein
GAPDIIBD_01501	gene	417				
GAPDIIBD_01501	CDS	417				hypothetical protein
GAPDIIBD_01502	gene	885				
GAPDIIBD_01502	CDS	885				hypothetical protein
GAPDIIBD_01503	gene	147				
GAPDIIBD_01503	CDS	147				hypothetical protein
GAPDIIBD_01504	gene	381				
GAPDIIBD_01504	CDS	381				hypothetical protein
GAPDIIBD_01505	gene	465				
GAPDIIBD_01505	CDS	465				hypothetical protein
GAPDIIBD_01506	gene	429				
GAPDIIBD_01506	CDS	429				hypothetical protein
GAPDIIBD_01507	gene	555				
GAPDIIBD_01507	CDS	555				hypothetical protein
GAPDIIBD_01508	gene	1023				
GAPDIIBD_01508	CDS	1023				hypothetical protein
GAPDIIBD_01509	gene	519				
GAPDIIBD_01509	CDS	519				hypothetical protein
GAPDIIBD_01510	gene	897	topB_1			
GAPDIIBD_01510	CDS	897	topB_1	5.6.2.1		DNA topoisomerase 3
GAPDIIBD_01511	gene	483	topB_2			
GAPDIIBD_01511	CDS	483	topB_2	5.6.2.1		DNA topoisomerase 3
GAPDIIBD_01512	gene	786	topB_3			
GAPDIIBD_01512	CDS	786	topB_3	5.6.2.1		DNA topoisomerase 3
GAPDIIBD_01513	gene	252				
GAPDIIBD_01513	CDS	252				hypothetical protein
GAPDIIBD_01514	gene	264				
GAPDIIBD_01514	CDS	264				hypothetical protein
GAPDIIBD_01515	gene	174				
GAPDIIBD_01515	CDS	174				hypothetical protein
GAPDIIBD_01516	gene	378				
GAPDIIBD_01516	CDS	378				hypothetical protein
GAPDIIBD_01517	gene	636				
GAPDIIBD_01517	CDS	636				hypothetical protein
GAPDIIBD_01518	gene	231				
GAPDIIBD_01518	CDS	231				hypothetical protein
GAPDIIBD_01519	gene	231				
GAPDIIBD_01519	CDS	231				hypothetical protein
GAPDIIBD_01520	gene	141				
GAPDIIBD_01520	CDS	141				hypothetical protein
GAPDIIBD_01521	gene	219				
GAPDIIBD_01521	CDS	219				hypothetical protein
GAPDIIBD_01522	gene	225				
GAPDIIBD_01522	CDS	225				hypothetical protein
GAPDIIBD_01523	gene	399				
GAPDIIBD_01523	CDS	399				hypothetical protein
GAPDIIBD_01524	gene	459				
GAPDIIBD_01524	CDS	459				hypothetical protein
GAPDIIBD_01525	gene	162				
GAPDIIBD_01525	CDS	162				hypothetical protein
GAPDIIBD_01526	gene	489				
GAPDIIBD_01526	CDS	489				hypothetical protein
GAPDIIBD_01527	gene	471				
GAPDIIBD_01527	CDS	471				hypothetical protein
GAPDIIBD_01528	gene	378				
GAPDIIBD_01528	CDS	378				hypothetical protein
GAPDIIBD_01529	gene	252				
GAPDIIBD_01529	CDS	252				hypothetical protein
GAPDIIBD_01530	gene	978				
GAPDIIBD_01530	CDS	978				hypothetical protein
GAPDIIBD_01531	gene	333				
GAPDIIBD_01531	CDS	333				hypothetical protein
GAPDIIBD_01532	gene	423				
GAPDIIBD_01532	CDS	423				hypothetical protein
GAPDIIBD_01533	gene	483				
GAPDIIBD_01533	CDS	483				hypothetical protein
GAPDIIBD_01534	gene	453				
GAPDIIBD_01534	CDS	453				hypothetical protein
GAPDIIBD_01535	gene	132				
GAPDIIBD_01535	CDS	132				hypothetical protein
GAPDIIBD_01536	gene	267				
GAPDIIBD_01536	CDS	267				hypothetical protein
GAPDIIBD_01537	gene	138				
GAPDIIBD_01537	CDS	138				hypothetical protein
GAPDIIBD_01538	gene	144				
GAPDIIBD_01538	CDS	144				hypothetical protein
GAPDIIBD_01539	gene	138				
GAPDIIBD_01539	CDS	138				hypothetical protein
GAPDIIBD_01540	gene	147				
GAPDIIBD_01540	CDS	147				hypothetical protein
GAPDIIBD_01541	gene	420				
GAPDIIBD_01541	CDS	420				hypothetical protein
GAPDIIBD_01542	gene	330				
GAPDIIBD_01542	CDS	330				hypothetical protein
GAPDIIBD_01543	gene	405	nicA1_1			
GAPDIIBD_01543	CDS	405	nicA1_1		COG3344	Putative nicotine oxidoreductase
GAPDIIBD_01544	gene	549				
GAPDIIBD_01544	CDS	549				hypothetical protein
GAPDIIBD_01545	gene	207				
GAPDIIBD_01545	CDS	207				hypothetical protein
GAPDIIBD_01546	gene	363				
GAPDIIBD_01546	CDS	363				hypothetical protein
GAPDIIBD_01547	gene	378				
GAPDIIBD_01547	CDS	378				hypothetical protein
GAPDIIBD_01548	gene	768				
GAPDIIBD_01548	CDS	768				hypothetical protein
GAPDIIBD_01549	gene	303				
GAPDIIBD_01549	CDS	303				hypothetical protein
GAPDIIBD_01550	gene	504				
GAPDIIBD_01550	CDS	504				hypothetical protein
GAPDIIBD_01551	gene	633				
GAPDIIBD_01551	CDS	633				hypothetical protein
GAPDIIBD_01552	gene	204				
GAPDIIBD_01552	CDS	204				hypothetical protein
GAPDIIBD_01553	gene	264				
GAPDIIBD_01553	CDS	264				hypothetical protein
GAPDIIBD_01554	gene	360				
GAPDIIBD_01554	CDS	360				hypothetical protein
GAPDIIBD_01555	gene	378				
